#                                                                 --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name          accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#  ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
group_8852_+1_1_381    -          Gp49                 PF05973.17   3.1e-18   65.7   0.0   3.7e-18   65.4   0.0   1.1   1   0   0   1   1   1   1 -
group_25533_+1_1_288   -          Gp49                 PF05973.17   2.2e-08   34.1   0.0   2.8e-08   33.7   0.0   1.1   1   0   0   1   1   1   1 -
group_25461_+1_1_315   -          Gp49                 PF05973.17   7.6e-06   25.9   0.0   9.2e-06   25.7   0.0   1.2   1   0   0   1   1   1   1 -
group_6823_+1_1_384    -          Gp49                 PF05973.17       0.1   12.7   0.0      0.17   12.0   0.0   1.4   1   0   0   1   1   1   0 -
group_13302_+1_1_1236 -          Gp58                 PF07902.14      0.04   12.2   2.7      0.33    9.1   0.0   2.2   2   0   0   2   2   2   0 -
group_11872_+1_1_888  -          Gp58                 PF07902.14     0.043   12.1   0.8     0.057   11.7   0.8   1.1   1   0   0   1   1   1   0 -
group_16917_+1_1_1548 -          Gp58                 PF07902.14       0.2    9.9   3.8      0.29    9.3   3.8   1.2   1   0   0   1   1   1   0 -
group_11581_+1_1_840 -          GP68                 PF17469.5      0.048   14.0   0.1       8.7    6.8   0.0   2.6   2   0   0   2   2   2   0 -
group_19808_+1_1_2322 -          GPAT_N               PF14829.9       0.11   12.5   0.2      0.95    9.5   0.1   2.3   2   0   0   2   2   2   0 -
group_17424_+1_1_1944  -          GpA_ATPase           PF05876.15     4e-80  268.9   0.4   5.8e-80  268.3   0.1   1.4   2   0   0   2   2   2   1 -
group_19508_+1_1_1803  -          GpA_ATPase           PF05876.15     6e-77  258.5   0.0   7.7e-77  258.1   0.0   1.1   1   0   0   1   1   1   1 -
group_15749_+1_1_1779  -          GpA_ATPase           PF05876.15   7.5e-77  258.2   0.0     1e-76  257.7   0.0   1.2   1   0   0   1   1   1   1 -
group_11759_+1_1_2106  -          GpA_ATPase           PF05876.15   7.7e-61  205.7   0.0   1.1e-60  205.2   0.0   1.2   1   0   0   1   1   1   1 -
group_12039_+1_1_2133  -          GpA_ATPase           PF05876.15   6.5e-55  186.3   0.0   1.1e-54  185.6   0.0   1.2   1   0   0   1   1   1   1 -
group_14486_+1_1_2010  -          GpA_ATPase           PF05876.15   9.8e-42  143.1   0.0   1.3e-41  142.7   0.0   1.1   1   0   0   1   1   1   1 -
group_20396_+1_100_960 -          GpA_ATPase           PF05876.15     0.095   12.2   0.1      0.14   11.7   0.1   1.2   1   0   0   1   1   1   0 -
group_10434_+1_10_243  -          GpA_ATPase           PF05876.15      0.11   12.0   0.1      0.11   12.0   0.1   1.0   1   0   0   1   1   1   0 -
group_19508_+1_1_1803 -          GpA_nuclease         PF20454.1    9.5e-83  277.8   0.0   1.3e-82  277.4   0.0   1.1   1   0   0   1   1   1   1 -
group_17424_+1_1_1944 -          GpA_nuclease         PF20454.1    3.7e-80  269.3   0.2   5.2e-80  268.8   0.2   1.1   1   0   0   1   1   1   1 -
group_15749_+1_1_1779 -          GpA_nuclease         PF20454.1    2.5e-79  266.6   0.1   3.3e-79  266.2   0.1   1.1   1   0   0   1   1   1   1 -
group_12039_+1_1_2133 -          GpA_nuclease         PF20454.1    3.4e-64  216.9   0.0   4.6e-64  216.5   0.0   1.2   1   0   0   1   1   1   1 -
group_14486_+1_1_2010 -          GpA_nuclease         PF20454.1      2e-53  181.6   0.0   2.8e-53  181.1   0.0   1.2   1   0   0   1   1   1   1 -
group_11759_+1_1_2106 -          GpA_nuclease         PF20454.1    3.6e-50  170.9   0.9   1.3e-49  169.1   0.9   1.8   1   1   0   1   1   1   1 -
group_20672_+1_1_1221 -          GpcrRhopsn4          PF10192.12     0.081   12.3   0.2      0.15   11.4   0.0   1.6   2   0   0   2   2   2   0 -
group_984_+1_1_897   -          GPDPase_memb         PF10110.12   0.00019   20.2   0.8   0.00045   19.0   0.8   1.6   1   1   0   1   1   1   1 -
group_24113_+1_1_165 -          GPDPase_memb         PF10110.12     0.071   11.8   0.1      0.08   11.6   0.1   1.0   1   0   0   1   1   1   0 -
group_19778_+1_1_5052 -          GPD_NAD_C_bact       PF20618.1        1.2    9.7   3.5       7.1    7.2   0.3   3.1   2   0   0   2   2   2   0 -
group_25253_+1_61_1299 -          GPHR_N               PF12537.11      0.67   10.0   2.5       2.6    8.1   2.0   2.3   3   0   0   3   3   3   0 -
group_7029_+1_1_486  -          GPI2                 PF06432.14      0.95    8.8   5.8       1.3    8.4   5.8   1.2   1   0   0   1   1   1   0 -
group_21482_+1_1_645 -          GPP34                PF05719.14     0.051   13.6   0.4     0.067   13.2   0.4   1.1   1   0   0   1   1   1   0 -
group_14976_+1_283_1962 -          GPS2_interact        PF15784.8      0.075   13.4   0.8      0.48   10.8   0.8   2.4   1   1   0   1   1   1   0 -
group_7596_+1_1_1770    -          GPS2_interact        PF15784.8        6.5    7.2   8.0      0.35   11.3   0.3   3.0   3   1   0   3   3   3   0 -
group_15745_+1_1_267 -          gpW                  PF02831.18   5.1e-07   29.5   0.4   6.7e-07   29.1   0.4   1.1   1   0   0   1   1   1   1 -
group_20053_+1_1_330 -          GPW_gp25             PF04965.17     3e-12   46.1   0.0   3.6e-12   45.8   0.0   1.1   1   0   0   1   1   1   1 -
group_9263_+1_1_1038 -          Gp_dh_C              PF02800.23   2.1e-10   40.4   0.0   3.2e-10   39.8   0.0   1.3   1   0   0   1   1   1   1 -
group_14774_+1_1_723 -          Gp_dh_C              PF02800.23     0.034   13.7   0.1      0.27   10.8   0.2   2.1   2   0   0   2   2   2   0 -
group_9263_+1_1_1038 -          Gp_dh_N              PF00044.27   4.2e-06   27.0   0.2   5.3e-05   23.5   0.0   2.5   3   0   0   3   3   3   1 -
group_25482_+1_1_249     -          Gram_pos_anchor      PF00746.24     0.029   14.3   1.5         4    7.5   0.0   2.1   2   0   0   2   2   2   0 -
group_5516_+1_1_1635     -          Gram_pos_anchor      PF00746.24     0.062   13.2   0.8     0.062   13.2   0.8   4.8   6   0   0   6   6   6   0 -
group_21956_+1_1_1164    -          Gram_pos_anchor      PF00746.24     0.075   13.0   0.1     0.075   13.0   0.1   2.4   2   0   0   2   2   2   0 -
group_21331_+1_1_294     -          Gram_pos_anchor      PF00746.24      0.25   11.3   2.2      0.38   10.7   2.2   1.3   1   0   0   1   1   1   0 -
group_22612_minus1_1_207 -          Gram_pos_anchor      PF00746.24       1.5    8.8   3.6       2.6    8.0   3.6   1.4   1   0   0   1   1   1   0 -
degP_4_+1_1_1170     -          GRASP55_65           PF04495.17     0.013   15.8   0.0     0.031   14.6   0.0   1.6   1   0   0   1   1   1   0 -
group_25365_+1_1_1143 -          GRDA                 PF04723.17     0.021   14.6   0.1      0.07   12.9   0.0   1.8   2   0   0   2   2   2   0 -
group_17169_+1_1_1743 -          GRDA                 PF04723.17      0.11   12.3   0.2       1.1    9.0   0.1   2.5   3   0   0   3   3   3   0 -
group_19002_+1_1_5421 -          GreA_GreB            PF01272.22   3.7e-08   33.1   0.1   8.4e-08   32.0   0.1   1.6   1   0   0   1   1   1   1 -
group_10196_+1_1_4887 -          GreA_GreB            PF01272.22    0.0017   18.2   0.0    0.0047   16.8   0.0   1.7   1   0   0   1   1   1   1 -
group_20846_+1_1_5022 -          GreA_GreB            PF01272.22      0.15   11.9   0.0      0.35   10.8   0.0   1.5   1   0   0   1   1   1   0 -
group_24953_+1_61_726 -          GrlR                 PF16518.8    1.2e-10   41.5   2.2   3.6e-07   30.3   0.2   2.2   2   0   0   2   2   2   2 -
group_23160_+1_61_702 -          GrlR                 PF16518.8    1.3e-10   41.4   1.5   3.3e-06   27.2   0.1   2.6   2   1   1   3   3   3   2 -
group_24279_+1_1_717  -          GrlR                 PF16518.8    3.9e-10   39.9   3.8   1.8e-07   31.3   0.4   2.2   2   0   0   2   2   2   2 -
group_23066_+1_76_714 -          GrlR                 PF16518.8    5.9e-10   39.3   0.8   1.1e-06   28.7   0.3   2.4   2   1   0   2   2   2   2 -
group_5806_+1_1_348   -          GrlR                 PF16518.8    8.6e-07   29.1   0.0     1e-06   28.9   0.0   1.2   1   0   0   1   1   1   1 -
group_6007_+1_1_339   -          GrlR                 PF16518.8    6.2e-06   26.3   0.0   6.8e-06   26.2   0.0   1.1   1   0   0   1   1   1   1 -
group_25518_+1_1_318  -          GrlR                 PF16518.8    8.1e-06   26.0   0.1   8.5e-06   25.9   0.1   1.1   1   0   0   1   1   1   1 -
group_25363_+1_1_267  -          GrlR                 PF16518.8    0.00018   21.6   0.0    0.0002   21.4   0.0   1.1   1   0   0   1   1   1   1 -
group_11915_+1_1_534  -          GrlR                 PF16518.8      0.017   15.3   0.2     0.025   14.7   0.2   1.4   1   0   0   1   1   1   0 -
group_10599_+1_1_423      -          GRP                  PF07172.14   5.4e-05   23.8  20.2   5.4e-05   23.8  20.2   1.6   2   0   0   2   2   2   1 -
group_26265_+1_1_327      -          GRP                  PF07172.14   0.00086   19.9   0.4    0.0013   19.3   0.4   1.4   1   1   0   1   1   1   1 -
group_22095_minus1_1_213  -          GRP                  PF07172.14    0.0068   17.0   1.1    0.0087   16.7   1.1   1.1   1   0   0   1   1   1   1 -
group_4810_+1_55_495 -          GrpB                 PF04229.17   2.9e-14   53.5   0.0   3.3e-14   53.3   0.0   1.0   1   0   0   1   1   1   1 -
group_13736_+1_1_528 -          GrpB                 PF04229.17   9.5e-14   51.8   0.0   1.2e-13   51.5   0.0   1.1   1   0   0   1   1   1   1 -
group_13801_+1_1_1032      -          GrpE                 PF01025.22       0.1   12.2   3.1      0.19   11.3   3.1   1.4   1   0   0   1   1   1   0 -
group_16311_+1_1_1185 -          GSCFA                PF08885.14   1.3e-29  103.6   0.0   3.2e-29  102.3   0.0   1.6   1   1   0   1   1   1   1 -
group_7823_+1_1_1383    -          GSDH                 PF07995.14   6.8e-18   65.0   0.0   4.4e-16   59.1   0.0   2.9   2   1   0   2   2   2   1 -
group_24403_+1_1_1455   -          GSDH                 PF07995.14   6.8e-13   48.6   0.1   1.9e-12   47.1   0.1   1.8   1   1   0   1   1   1   1 -
group_16793_+1_160_2040 -          GSDH                 PF07995.14   2.7e-12   46.6   0.0   1.9e-11   43.9   0.0   2.3   2   1   1   3   3   3   1 -
group_25730_+1_1_1299   -          GSDH                 PF07995.14     7e-09   35.4   0.7   1.1e-07   31.4   0.3   2.8   3   1   0   3   3   3   1 -
group_21478_+1_1_969 -          GSH-S_ATP            PF02955.19    0.0066   15.8   0.0     0.057   12.8   0.0   2.0   2   0   0   2   2   2   1 -
group_19681_+1_1_588 -          GSH_synth_ATP        PF03917.20       0.1   11.4   0.0      0.14   10.9   0.0   1.1   1   0   0   1   1   1   0 -
group_20031_+1_1_1560 -          GSKIP_dom            PF05303.15     0.086   12.9   0.0      0.24   11.5   0.0   1.7   1   0   0   1   1   1   0 -
group_17817_+1_1_975 -          GspA_SrpA_N          PF20164.1       0.16   12.3   0.0      0.27   11.6   0.0   1.3   1   0   0   1   1   1   0 -
group_11416_+1_1_669   -          GST_C                PF00043.28   6.3e-12   45.5   0.0   8.4e-12   45.1   0.0   1.2   1   0   0   1   1   1   1 -
group_9936_+1_1_669    -          GST_C                PF00043.28   9.9e-11   41.7   0.1   1.5e-10   41.1   0.1   1.3   1   0   0   1   1   1   1 -
group_13877_+1_1_663   -          GST_C                PF00043.28   7.1e-08   32.5   0.0   1.6e-07   31.4   0.0   1.6   2   0   0   2   2   2   1 -
group_24326_+1_1_645   -          GST_C                PF00043.28   1.2e-06   28.6   0.0   1.8e-06   28.0   0.0   1.3   1   0   0   1   1   1   1 -
group_25877_+1_1_726   -          GST_C                PF00043.28   0.00019   21.6   0.0    0.0003   20.9   0.0   1.4   1   0   0   1   1   1   1 -
group_830_+1_1_705     -          GST_C                PF00043.28    0.0002   21.5   0.0    0.0007   19.7   0.0   1.8   2   0   0   2   2   2   1 -
group_23793_+1_283_918 -          GST_C                PF00043.28    0.0011   19.1   0.0    0.0021   18.2   0.0   1.5   1   1   0   1   1   1   1 -
group_9050_+1_1_246    -          GST_C                PF00043.28      0.12   12.6   0.0      0.14   12.4   0.0   1.1   1   0   0   1   1   1   0 -
group_11416_+1_1_669   -          GST_C_2              PF13410.9    9.5e-11   41.5   0.1   1.6e-10   40.7   0.1   1.5   1   0   0   1   1   1   1 -
group_23793_+1_283_918 -          GST_C_2              PF13410.9    4.4e-09   36.1   0.0   7.7e-09   35.4   0.0   1.5   1   0   0   1   1   1   1 -
group_23367_+1_34_996  -          GST_C_2              PF13410.9      2e-07   30.8   0.2   1.1e-06   28.5   0.2   2.2   1   1   0   1   1   1   1 -
group_24326_+1_1_645   -          GST_C_2              PF13410.9    9.6e-07   28.6   1.3   1.4e-06   28.1   0.3   1.8   2   0   0   2   2   2   1 -
group_13877_+1_1_663   -          GST_C_2              PF13410.9    1.3e-06   28.2   0.4   5.6e-06   26.2   0.1   2.1   2   0   0   2   2   2   1 -
group_9936_+1_1_669    -          GST_C_2              PF13410.9    1.4e-05   24.9   0.3   2.4e-05   24.1   0.3   1.5   1   0   0   1   1   1   1 -
group_7706_+1_1_651    -          GST_C_2              PF13410.9      8e-05   22.5   0.1   0.00012   21.9   0.1   1.4   1   0   0   1   1   1   1 -
group_25877_+1_1_726   -          GST_C_2              PF13410.9    0.00019   21.3   0.0   0.00047   20.0   0.0   1.7   1   0   0   1   1   1   1 -
group_830_+1_1_705     -          GST_C_2              PF13410.9    0.00023   21.0   0.1   0.00059   19.7   0.1   1.6   1   1   0   1   1   1   1 -
group_9050_+1_1_246    -          GST_C_2              PF13410.9     0.0045   16.9   0.0    0.0054   16.6   0.0   1.3   1   1   0   1   1   1   1 -
group_13818_+1_1_804   -          GST_C_2              PF13410.9      0.032   14.1   0.1      0.31   11.0   0.0   2.4   2   2   0   2   2   2   0 -
group_25240_+1_1_207   -          GST_C_2              PF13410.9      0.045   13.7   0.1     0.055   13.4   0.1   1.2   1   0   0   1   1   1   0 -
group_18027_+1_1_1854  -          GST_C_2              PF13410.9      0.088   12.7   0.8       1.5    8.8   0.0   2.9   3   0   0   3   3   3   0 -
group_830_+1_1_705     -          GST_C_3              PF14497.9      5e-36  123.0   0.0   9.9e-35  118.8   0.0   2.1   2   0   0   2   2   2   1 -
group_9936_+1_1_669    -          GST_C_3              PF14497.9    1.3e-06   28.4   0.0   2.3e-06   27.6   0.0   1.4   1   1   0   1   1   1   1 -
group_23793_+1_283_918 -          GST_C_3              PF14497.9      4e-05   23.7   0.0    0.0001   22.4   0.0   1.6   2   0   0   2   2   2   1 -
group_13877_+1_1_663   -          GST_C_3              PF14497.9    5.9e-05   23.1   0.0   0.00012   22.1   0.0   1.4   1   0   0   1   1   1   1 -
group_11416_+1_1_669   -          GST_C_3              PF14497.9     0.0022   18.1   0.0    0.0035   17.4   0.0   1.3   1   0   0   1   1   1   1 -
group_24326_+1_1_645   -          GST_C_3              PF14497.9      0.017   15.2   0.0     0.029   14.5   0.0   1.4   1   0   0   1   1   1   0 -
group_25877_+1_1_726 -          GST_C_6              PF17171.7    6.3e-17   61.1   0.0     1e-16   60.5   0.0   1.3   1   0   0   1   1   1   1 -
group_26273_+1_1_597 -          GST_C_6              PF17171.7      0.077   12.8   0.0      0.18   11.6   0.0   1.6   1   0   0   1   1   1   0 -
group_13877_+1_1_663 -          GST_N                PF02798.23   4.4e-12   46.1   0.0   3.4e-11   43.3   0.0   2.0   2   0   0   2   2   2   1 -
group_9936_+1_1_669  -          GST_N                PF02798.23   9.2e-10   38.7   0.0   1.6e-09   37.9   0.0   1.4   1   0   0   1   1   1   1 -
group_11416_+1_1_669 -          GST_N                PF02798.23   6.8e-09   35.9   0.0   1.2e-08   35.1   0.0   1.4   1   0   0   1   1   1   1 -
group_24326_+1_1_645 -          GST_N                PF02798.23   2.9e-05   24.3   0.0   4.6e-05   23.6   0.0   1.3   1   0   0   1   1   1   1 -
group_7706_+1_1_651  -          GST_N                PF02798.23    0.0008   19.7   0.0    0.0014   18.9   0.0   1.4   1   0   0   1   1   1   1 -
group_830_+1_1_705   -          GST_N                PF02798.23     0.032   14.5   0.0      0.16   12.3   0.0   2.0   2   0   0   2   2   2   0 -
group_11416_+1_1_669  -          GST_N_2              PF13409.9    1.3e-08   35.0   0.1   2.3e-08   34.2   0.1   1.4   1   0   0   1   1   1   1 -
group_13877_+1_1_663  -          GST_N_2              PF13409.9    2.8e-08   34.0   0.0   5.5e-08   33.0   0.0   1.5   1   0   0   1   1   1   1 -
group_7706_+1_1_651   -          GST_N_2              PF13409.9    4.7e-07   30.0   0.0   7.7e-07   29.3   0.0   1.4   1   0   0   1   1   1   1 -
group_9936_+1_1_669   -          GST_N_2              PF13409.9    9.7e-07   29.0   0.0   1.8e-06   28.1   0.0   1.4   1   0   0   1   1   1   1 -
group_24326_+1_1_645  -          GST_N_2              PF13409.9      2e-05   24.8   0.0   3.3e-05   24.1   0.0   1.4   1   0   0   1   1   1   1 -
group_23367_+1_34_996 -          GST_N_2              PF13409.9    0.00026   21.2   0.1    0.0014   18.8   0.0   2.3   3   0   0   3   3   3   1 -
group_25877_+1_1_726  -          GST_N_2              PF13409.9       0.15   12.3   0.0      0.71   10.2   0.0   2.1   1   1   0   1   1   1   0 -
group_11416_+1_1_669  -          GST_N_3              PF13417.9      2e-15   56.8   0.0   3.8e-15   55.9   0.0   1.4   1   0   0   1   1   1   1 -
group_24326_+1_1_645  -          GST_N_3              PF13417.9    1.4e-14   54.1   0.0   2.4e-14   53.3   0.0   1.4   1   0   0   1   1   1   1 -
group_13877_+1_1_663  -          GST_N_3              PF13417.9    2.1e-09   37.5   0.0     1e-08   35.3   0.0   1.9   2   0   0   2   2   2   1 -
group_23367_+1_34_996 -          GST_N_3              PF13417.9    6.2e-07   29.6   0.0   1.2e-06   28.6   0.0   1.5   1   0   0   1   1   1   1 -
group_9936_+1_1_669   -          GST_N_3              PF13417.9    9.6e-07   29.0   0.0   1.8e-06   28.1   0.0   1.4   1   0   0   1   1   1   1 -
group_7706_+1_1_651   -          GST_N_3              PF13417.9    3.8e-06   27.1   0.0   6.5e-06   26.3   0.0   1.3   1   0   0   1   1   1   1 -
group_25877_+1_1_726  -          GST_N_3              PF13417.9    6.3e-05   23.2   0.0   0.00018   21.7   0.0   1.7   1   1   0   1   1   1   1 -
group_25877_+1_1_726  -          GST_N_4              PF17172.7    6.1e-24   84.6   0.0   8.9e-24   84.1   0.0   1.3   1   0   0   1   1   1   1 -
group_23367_+1_34_996 -          GST_N_4              PF17172.7      0.017   15.8   0.0     0.061   14.0   0.0   2.0   2   0   0   2   2   2   0 -
